370401 7    1433.8
370402 7    1612.2
380100 7    3700.8
380400 7    8135.9
380501 7    4290.8
380700 7    4948.8
380800 7   13488.7
380900 7    2721.5
381000 7   11055.9
381100 7    4176.7
381200 7     730.5
381300 7    1386.1
381400 7    1110.3
390100 7   10652.4
390200 7    1086.5
400100 7     800.7
400200 7    2297.8
400300 7    2158.5
400400 7    8092.8
400500 7    6122.6
400600 7    6529.6
400700 7    9441.0
400800 7    2301.8
400901 7    2883.1
400902 7    3057.6
410100 7    7684.0
410201 7   15160.0
410202 7     828.8
410203 7    8152.9
420100 7    1122.1
420201 7    3201.8
420202 7     668.1
420300 7    8037.3
420401 7    3992.1
420402 7    3922.4
420500 7    5868.6
420700 7     711.4
420800 7   11151.0
421000 7    2165.5
421100 7    6181.4
430100 7    3432.5
430200 7   10961.6
440001 7    6492.0
440002 7    4089.7
450100 7   11770.3
450200 7    1420.4
450300 7    2232.9
460100 7    1094.6
460200 7    3231.3
460300 7     773.9
460400 7    2275.9
470100 7    2597.5
470200 7    1353.3
470300 7   12100.8
470401 7    1889.3
470402 7     498.7
470404 7    1982.3
470405 7     576.4
470500 7    1052.4
480100 7    1781.4
480200 7    1184.4
480300 7     816.2
480400 7    1687.4
480500 7    2769.2
480600 7    8172.3
490100 7    6352.0
490200 7    3608.3
490300 7    2232.1
490500 7    3647.7
490600 7    1332.9
490700 7    3937.4
490800 7    2110.4
500100 7    2085.6
500200 7    3235.9
500300 7     616.8
500400 7   13916.9
510102 7    1253.8
510103 7   26953.6
510104 7   22758.5
510400 7    3465.1
520100 7     700.4
520200 7     440.5
520300 7   15668.7
520400 7     961.3
520500 7    3974.6
530200 7    3152.1
530300 7    4587.5
530400 7    7077.2
530500 7    6110.5
530700 7    1172.0
530800 7    1177.3
540100 7    3251.6
540200 7    3400.7
540300 7    2801.3
540400 7    2589.1
540500 7    1322.9
540700 7    2304.0
550100 7    2999.0
550200 7    7686.4
550300 7    6735.3
560100 7    6029.1
560200 7    1913.4
560300 7   16861.7
560500 7   16232.6
570100 7    2403.8
570200 7   18356.5
570300 7   27442.7
580100 7    3239.7
580200 7    1931.5
580400 7    6508.8
580600 7    3855.0
580700 7    5452.2
590100 7    3484.2
590200 7    3603.3
590301 7  133509.0
590302 7   61239.1
600100 7   37489.8
600200 7   23285.6
600400 7   23645.8
610100 7    8686.6
610200 7    5809.8
610300 7    2479.5
610500 7    1142.7
610601 7    1919.3
610603 7    2424.4
610700 7    1611.5
620101 7   36443.9
620102 7    1686.2
620200 7    9350.4
620300 7    2069.8
620400 7    7357.4
620500 7    8173.7
620600 7    1234.7
620700 7    1178.2
620800 7    1601.1
620900 7    3656.6
621000 7    5244.9
621100 7    7860.6
630200 7    1475.9
630300 7   17230.9
640101 7    4421.7
640102 7    1996.9
640104 7     437.5
640105 7    1272.1
640200 7     796.7
640301 7    3092.5
640302 7     317.0
640400 7    4880.4
640501 7     913.0
640502 7     462.7
640503 7     460.4
640504 7     703.7
640700 7     685.9
640800 7     861.9
640900 7    1235.0
641000 7     813.0
641100 7    2800.4
641200 7    4931.9
650100 7   31785.8
650200 7   16608.5
650300 7  115193.5
650400 7   24197.9
650500 7   79059.6
650600 7    7888.5
650701 7    7704.3
650702 7    7708.0
660000 7  160163.8
670000 7    2249.8
680100 7  156453.3
680200 7   82179.7
680301 7   17928.0
680302 7   10541.3
690100 7  423750.7
690200 7  422960.4
700100 7  187884.0
700200 7   29036.5
700300 7   64029.4
700400 7  124724.7
700500 7   52896.0
710100 7  325143.9
710201 7  356569.4
710202 7   33050.2
720100 7   40063.9
720201 7   15360.9
720202 7    4670.2
720203 7   13574.0
720204 7   16014.3
720205 7    3138.8
720300 7   13512.5
730101 7   23427.7
730102 7   16327.1
730103 7   20516.2
730104 7   64687.3
730105 7   64620.8
730106 7    9464.4
730107 7   28567.0
730108 7    9336.5
730109 7   39498.6
730200 7  109405.5
730301 7   76890.0
730302 7   60204.8
730303 7   40887.3
740000 7  211020.6
750001 7   45234.1
750002 7   79978.5
750003 7    6014.9
760101 7   27948.2
760102 7    3340.2
760201 7   10000.9
760202 7    1762.3
760203 7    2072.1
760204 7    4689.5
760205 7    8213.4
760206 7   20813.9
770100 7  133505.7
770200 7  136463.5
770301 7   29720.7
770302 7   38703.4
770401 7   10851.2
770402 7   30508.5
770403 7    8914.7
770501 7   10046.3
770502 7   12584.1
770503 7   23610.0
770504 7   12291.4
770600 7    4613.1
770700 7   12884.5
770800 7    9095.3
770900 7   16870.7
780100 7   32388.9
780500 7    1080.4
790300 7   19045.2
800000 7        .0
810001 7    2321.0
810002 7        .0
820000 7  466784.8
830001 7       0.0
840000 7    7709.0
850000 7  -17817.0
880000 7 2698657.0
890000 7  364986.0
900000 7 1509186.4
